"ID","Age","online","Grow.Palous","Grow.PN","Grow.SW","Grow.NE","Grow.SE","Grow.MW","Grow.OUS","Gender","Years","Rent","Supplier.Moscow","Supplier.Pullman","Supplier.Dwell","Supplier.Iwell","Supplier.IDK","Supplier.other","compareuse","statement","awareness","recreation","education","wildlif","energy","flood","Task","Choice","C1.1.Cost","C2.1LargR","C2.1SmallR","C2.1WasteW","C2.1GroundW","C3.1ARebate","C3.1GRebate","C3.1GRestrict","C3.1WRestrict","C4.1AqInj","C4.1Resv","C4.1NoStore","Check","Id2"
311,13,0,0,0,0,1,0,0,1,1,7,2,1,0,1,0,0,0,1,7,2,5,7,7,4,7,7,1,5,0,1,0,0,0,1,0,0,1,0,0,1,311.7
312,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,2,4,6,6,7,3,7,1,10,0,0,1,0,0,0,1,0,1,0,0,1,312.7
313,9,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,7,3,3,6,5,4,7,7,0,10,0,0,0,1,1,0,0,0,0,1,0,1,313.7
314,9,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,6,2,3,7,6,6,5,7,0,0,0,1,0,0,1,0,0,0,0,0,1,1,314.7
315,9,0,0,0,0,0,0,1,0,1,4,2,1,0,0,0,0,0,1,7,2,0,4,5,7,5,7,0,10,0,0,1,0,0,0,1,0,0,0,1,1,315.7
316,9,0,0,1,0,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,1,6,3,7,7,3,7,0,10,1,0,0,0,0,0,1,0,1,0,0,1,316.7
317,13,0,0,0,1,0,0,0,0,3,7,2,0,1,0,0,0,0,1,0,3,5,6,5,5,6,7,1,30,0,0,0,1,0,0,0,1,1,0,0,1,317.7
318,9,0,0,0,0,0,1,0,0,2,3,1,0,1,0,0,0,0,1,6,1,5,5,5,5,7,7,1,5,0,1,0,0,0,0,1,0,1,0,0,1,318.7
319,10,0,0,0,0,1,1,0,0,2,5,2,1,0,0,0,1,0,1,3,3,4,5,5,0,6,7,0,5,0,0,1,0,0,0,0,1,1,0,0,1,319.7
320,15,0,0,1,0,0,0,0,1,3,7,1,0,0,0,0,1,0,1,7,3,6,7,7,6,5,7,0,30,0,1,0,0,1,0,0,0,0,0,1,1,320.7
321,15,0,1,0,0,0,0,0,0,2,6,2,0,0,1,0,0,0,1,0,3,5,5,5,7,5,7,1,5,0,1,0,0,0,0,0,1,1,0,0,1,321.7
322,13,1,0,1,0,0,1,0,0,2,4,2,0,0,0,0,0,1,1,6,3,6,6,6,6,6,7,0,30,1,0,0,0,1,0,0,0,0,0,1,1,322.7
323,8,1,1,0,0,0,0,0,0,2,4,1,0,0,1,0,0,0,1,3,2,4,3,6,3,3,7,0,30,0,0,0,1,1,0,0,0,1,0,0,1,323.7
324,8,1,0,1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,4,1,5,5,7,7,7,7,1,20,0,0,1,0,0,0,0,1,1,0,0,1,324.7
325,9,1,1,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,5,2,5,5,5,5,4,7,0,30,0,1,0,0,1,0,0,0,0,0,1,1,325.7
326,8,1,0,0,0,0,0,1,0,2,3,1,1,0,0,0,0,0,1,6,1,2,3,6,6,5,7,1,30,0,0,0,1,0,1,0,0,0,1,0,1,326.7
327,10,1,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,6,2,3,5,5,7,5,7,1,30,0,0,0,1,0,0,0,1,1,0,0,1,327.7
328,9,1,0,1,0,0,0,0,0,2,3,2,1,0,0,0,0,0,1,5,3,4,6,7,7,7,7,0,10,0,0,1,0,0,0,1,0,1,0,0,1,328.7
329,14,1,0,1,0,0,0,0,0,2,7,2,0,0,0,0,1,0,1,3,1,3,1,7,1,1,7,0,20,0,0,1,0,0,0,1,0,0,0,1,1,329.7
330,10,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,6,1,4,6,4,4,4,7,0,30,1,0,0,0,0,0,0,1,0,1,0,1,330.7
331,8,1,0,1,0,0,0,0,0,2,3,1,0,0,0,0,1,0,1,7,1,7,4,7,7,3,7,1,5,0,1,0,0,0,1,0,0,0,1,0,1,331.7
332,10,1,0,0,0,0,0,0,1,2,3,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,7,1,5,0,0,0,1,1,0,0,0,1,0,0,1,332.7
333,14,1,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,1,1,4,3,6,5,6,5,4,7,0,30,1,0,0,0,0,0,1,0,1,0,0,1,333.7
334,9,1,1,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,1,7,1,4,5,7,7,7,7,0,10,0,0,0,1,0,0,1,0,0,0,1,1,334.7
335,10,1,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,1,7,1,4,5,7,6,6,7,0,30,1,0,0,0,0,0,0,1,1,0,0,1,335.7
336,10,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,1,0,1,7,1,7,7,7,7,7,7,0,30,0,0,1,0,1,0,0,0,0,0,1,1,336.7
337,9,1,0,1,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,5,4,6,5,7,7,6,7,0,30,0,0,0,1,0,1,0,0,1,0,0,1,337.7
338,8,1,0,0,1,0,0,0,0,2,3,4,0,1,0,0,0,0,1,7,1,4,6,7,7,3,7,1,0,0,0,1,0,1,0,0,0,1,0,0,1,338.7
339,9,1,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,2,4,7,7,4,7,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,339.7
340,13,1,0,0,1,0,0,0,0,2,5,2,0,0,0,0,0,1,1,5,4,7,2,6,6,4,7,0,20,0,0,0,1,1,0,0,0,0,1,0,1,340.7
341,13,1,1,0,1,0,0,0,0,2,6,2,0,0,0,0,0,1,1,7,3,3,3,7,6,5,7,0,30,0,0,1,0,0,1,0,0,0,1,0,1,341.7
342,10,1,0,0,1,0,0,0,0,1,6,1,1,0,0,0,0,0,1,7,2,1,0,0,4,2,7,1,10,1,0,0,0,0,1,0,0,0,1,0,1,342.7
343,8,1,0,1,0,0,0,0,0,2,4,1,0,0,0,0,1,0,1,7,2,7,4,7,2,3,7,1,0,1,0,0,0,1,0,0,0,1,0,0,1,343.7
344,15,1,0,1,0,0,0,0,0,2,6,1,1,0,0,0,0,0,1,5,2,4,6,6,5,4,7,1,20,0,0,0,1,0,0,0,1,0,1,0,1,344.7
345,8,1,0,1,0,0,0,0,0,2,7,1,0,1,0,0,0,0,1,7,2,6,6,7,7,7,7,1,5,0,0,0,1,1,0,0,0,0,1,0,1,345.7
346,13,1,0,0,0,0,0,0,1,2,6,1,0,1,0,0,0,0,1,7,2,7,7,7,7,7,7,0,20,0,0,0,1,0,1,0,0,1,0,0,1,346.7
347,13,1,0,0,0,0,0,0,1,2,6,1,0,1,0,0,0,0,1,7,2,7,7,7,7,7,7,1,20,0,1,0,0,0,0,0,1,1,0,0,1,347.7
348,9,1,0,1,0,0,0,0,0,2,5,1,1,0,0,0,0,0,1,3,1,3,3,3,3,3,7,0,0,0,0,1,0,0,1,0,0,0,0,1,1,348.7
349,13,1,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,5,1,2,4,5,5,5,7,1,30,0,0,0,1,1,0,0,0,1,0,0,1,349.7
350,9,1,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,1,1,4,1,6,4,5,4,4,7,1,30,0,1,0,0,0,0,1,0,0,1,0,1,350.7
351,14,1,0,0,1,0,0,0,0,1,5,2,1,0,0,0,0,0,1,3,2,5,4,3,6,6,7,0,20,0,0,1,0,0,1,0,0,0,1,0,1,351.7
352,8,1,0,0,0,0,0,1,0,2,3,1,0,1,0,0,0,0,1,5,1,5,7,6,4,5,7,1,5,1,0,0,0,0,0,0,1,1,0,0,1,352.7
353,9,1,0,1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,5,1,5,6,5,5,5,7,1,20,0,0,0,1,0,0,0,1,0,1,0,1,353.7
354,13,1,0,0,0,1,0,0,0,2,4,4,1,0,0,0,0,0,1,6,2,6,6,7,6,6,7,0,0,0,0,1,0,0,1,0,0,0,0,1,1,354.7
355,8,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,7,3,5,6,7,5,7,7,1,30,0,1,0,0,1,0,0,0,1,0,0,1,355.7
356,14,1,1,0,0,0,0,0,0,2,7,1,0,1,0,0,0,0,1,4,2,5,3,4,6,6,7,1,5,0,0,1,0,0,1,0,0,0,0,1,1,356.7
357,13,1,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,6,1,6,5,6,6,6,7,1,0,0,0,1,0,0,1,0,0,0,0,1,1,357.7
358,10,1,1,0,0,0,0,0,0,2,7,1,0,0,1,1,0,0,1,5,2,5,6,6,6,6,7,0,10,1,0,0,0,0,0,0,1,0,0,1,1,358.7
359,10,1,0,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,1,1,1,7,7,7,7,7,7,1,10,1,0,0,0,0,0,0,1,1,0,0,1,359.7
360,13,1,0,0,0,1,0,0,0,2,6,2,0,0,0,0,0,1,1,7,3,5,5,7,7,7,7,1,5,1,0,0,0,0,1,0,0,1,0,0,1,360.7
361,10,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,0,1,7,3,5,4,7,6,5,7,1,5,1,0,0,0,0,1,0,0,1,0,0,1,361.7
362,8,1,0,1,0,0,0,0,0,2,4,1,0,1,0,0,0,0,1,7,1,3,6,7,7,7,7,0,0,0,0,0,1,0,0,0,1,0,0,1,1,362.7
363,8,1,1,0,0,0,0,0,0,1,7,1,0,0,0,0,1,0,1,6,1,4,5,5,5,5,7,0,10,0,1,0,0,0,1,0,0,1,0,0,1,363.7
364,10,1,0,1,0,0,0,0,0,2,4,1,0,0,1,0,0,0,1,6,2,5,4,7,5,4,7,1,5,0,1,0,0,0,0,0,1,1,0,0,1,364.7
365,8,1,0,1,0,0,0,0,0,2,6,4,1,0,0,0,0,0,1,5,2,6,7,7,3,7,7,1,20,0,0,1,0,1,0,0,0,0,1,0,1,365.7
366,9,1,0,1,0,0,0,0,0,2,4,1,0,1,0,0,0,0,1,7,1,7,7,7,7,7,7,0,20,1,0,0,0,1,0,0,0,1,0,0,1,366.7
367,8,1,0,0,1,0,0,0,0,2,3,1,0,1,0,0,0,0,1,7,1,7,7,7,7,7,7,0,0,1,0,0,0,1,0,0,0,0,1,0,1,367.7
368,13,1,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,0,1,7,3,1,2,5,6,3,7,0,20,0,1,0,0,1,0,0,0,0,0,1,1,368.7
369,8,1,1,0,0,0,0,0,0,2,6,2,0,1,0,0,0,0,1,5,2,3,4,7,3,4,7,0,30,1,0,0,0,0,1,0,0,1,0,0,1,369.7
370,8,1,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,1,4,1,4,6,4,3,5,7,0,20,0,0,0,1,0,1,0,0,1,0,0,1,370.7
371,8,1,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,7,2,4,3,7,4,5,7,0,10,0,1,0,0,0,0,1,0,1,0,0,1,371.7
372,10,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,5,2,5,5,5,3,5,7,0,30,0,1,0,0,0,1,0,0,0,0,1,1,372.7
373,8,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,7,2,3,7,7,4,5,7,1,20,0,1,0,0,0,0,1,0,0,0,1,1,373.7
374,10,1,0,1,0,0,0,0,0,2,3,2,0,1,0,0,0,0,1,7,3,7,7,7,7,7,7,0,20,0,0,1,0,0,1,0,0,0,0,1,1,374.7
375,8,1,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,6,2,3,5,5,3,5,7,1,10,0,0,0,1,1,0,0,0,0,0,1,1,375.7
376,8,1,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,7,3,4,5,7,6,5,7,1,5,0,1,0,0,0,1,0,0,1,0,0,1,376.7
377,13,1,0,0,0,0,1,0,0,2,4,2,1,0,0,0,0,0,1,6,3,6,6,6,4,6,7,1,20,0,0,1,0,1,0,0,0,1,0,0,1,377.7
378,8,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,7,1,7,7,7,7,7,7,0,10,0,1,0,0,0,0,0,1,0,1,0,1,378.7
379,8,1,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,6,2,4,4,4,4,6,7,1,30,0,0,1,0,1,0,0,0,0,1,0,1,379.7
380,8,1,0,1,0,0,0,0,0,1,7,1,0,0,0,0,1,0,1,7,1,7,7,7,7,7,7,1,5,0,0,0,1,0,1,0,0,1,0,0,1,380.7
381,13,1,0,1,0,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,1,7,7,7,7,7,7,1,5,0,0,1,0,0,1,0,0,0,0,1,1,381.7
382,13,1,0,0,0,1,0,0,0,2,5,2,0,1,0,0,0,0,1,7,1,6,5,7,5,7,7,1,5,0,0,0,1,0,1,0,0,1,0,0,1,382.7
383,10,1,0,1,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,7,1,4,7,5,5,4,7,0,30,0,0,0,1,0,0,0,1,0,0,1,1,383.7
384,10,1,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,4,2,3,3,5,5,4,7,0,30,0,0,1,0,0,1,0,0,0,1,0,1,384.7
385,8,1,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,1,4,2,3,5,7,3,4,7,0,10,0,1,0,0,0,0,0,1,0,1,0,1,385.7
386,8,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,7,2,7,7,7,7,7,7,0,30,1,0,0,0,0,0,1,0,0,1,0,1,386.7
387,10,1,0,1,0,0,0,0,0,2,3,1,0,0,0,0,1,0,1,7,1,5,4,6,6,7,7,0,30,0,0,0,1,0,0,1,0,0,0,1,1,387.7
388,10,1,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,4,2,4,3,3,1,4,7,0,5,0,1,0,0,1,0,0,0,0,0,1,1,388.7
389,13,1,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,1,6,7,7,7,7,7,1,20,0,0,1,0,0,1,0,0,1,0,0,1,389.7
390,9,1,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,3,4,5,5,7,7,7,0,0,0,0,0,1,0,0,1,0,0,0,1,1,390.7
391,14,1,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,6,3,3,3,4,6,3,7,1,20,1,0,0,0,0,0,1,0,1,0,0,1,391.7
392,8,1,1,0,0,0,0,0,0,2,5,1,0,0,0,0,1,0,1,4,1,7,2,5,4,2,7,1,5,1,0,0,0,0,1,0,0,0,0,1,1,392.7
393,10,1,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,0,1,5,1,5,5,7,6,5,7,0,5,0,0,0,1,0,0,1,0,0,0,1,1,393.7
394,10,1,0,0,0,0,1,0,0,2,4,1,0,1,0,0,0,0,1,5,1,3,3,4,4,4,7,1,0,0,0,1,0,1,0,0,0,1,0,0,1,394.7
395,13,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,1,5,3,6,3,7,5,6,7,0,20,0,0,0,1,0,0,1,0,0,0,1,1,395.7
396,14,1,0,1,0,0,0,0,0,1,3,2,0,0,1,0,0,0,1,6,2,3,4,3,6,6,7,0,20,0,0,1,0,1,0,0,0,0,1,0,1,396.7
397,8,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,0,0,1,5,1,5,6,7,4,4,7,1,0,1,0,0,0,0,0,0,1,0,0,1,1,397.7
398,15,1,0,0,0,1,0,0,0,1,4,1,1,0,0,0,0,0,1,7,2,5,7,7,5,7,7,1,0,0,0,0,1,0,1,0,0,1,0,0,1,398.7
399,9,1,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0,0,1,5,1,1,2,2,7,4,7,1,5,0,1,0,0,0,0,0,1,0,0,1,1,399.7
400,8,1,0,1,0,0,0,0,0,2,6,1,0,0,0,0,1,0,1,7,1,4,4,5,6,6,7,0,0,0,0,1,0,1,0,0,0,1,0,0,1,400.7
401,13,1,0,1,0,0,0,0,0,1,6,1,1,0,0,0,0,0,1,7,2,7,7,7,7,7,7,1,0,0,0,0,1,0,0,0,1,1,0,0,1,401.7
402,13,1,0,1,0,0,0,0,0,1,3,2,0,0,1,1,0,0,1,7,3,6,6,6,6,6,7,0,30,0,0,0,1,0,0,1,0,0,0,1,1,402.7
403,8,1,0,1,1,1,1,1,0,2,3,1,0,0,0,0,1,0,1,3,1,3,2,2,4,7,7,1,20,0,0,0,1,0,1,0,0,0,1,0,1,403.7
404,15,1,0,1,0,0,0,0,0,1,4,2,1,0,0,0,0,0,1,7,2,2,5,5,6,7,7,1,5,0,1,0,0,1,0,0,0,0,1,0,1,404.7
405,9,1,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,7,1,2,6,7,4,4,7,0,0,0,1,0,0,1,0,0,0,0,1,0,1,405.7
406,9,1,1,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,7,3,2,2,2,4,4,7,0,20,1,0,0,0,0,1,0,0,0,1,0,1,406.7
407,9,1,0,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,1,7,1,3,5,6,6,6,7,0,10,0,0,1,0,0,0,1,0,0,1,0,1,407.7
408,13,1,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,5,2,3,3,5,3,5,7,1,5,1,0,0,0,1,0,0,0,0,1,0,1,408.7
409,10,1,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,1,1,5,1,6,5,3,3,6,7,0,30,0,0,1,0,0,0,1,0,0,1,0,1,409.7
410,8,1,1,0,0,1,0,0,0,1,7,1,0,1,0,0,0,0,1,5,1,1,3,5,1,5,7,0,30,1,0,0,0,1,0,0,0,0,1,0,1,410.7
411,14,1,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,6,4,1,1,5,2,1,7,0,10,0,0,1,0,0,1,0,0,1,0,0,1,411.7
412,9,1,0,0,0,0,0,1,0,2,6,1,1,0,0,0,0,0,1,6,3,3,5,7,7,7,7,0,20,1,0,0,0,0,1,0,0,0,0,1,1,412.7
413,8,1,1,0,0,0,0,0,0,1,6,2,1,0,0,0,0,0,1,6,2,6,6,7,7,5,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,413.7
414,9,1,1,0,0,0,0,0,0,1,7,2,0,0,0,0,1,0,1,2,2,1,2,1,2,6,7,1,10,0,0,0,1,0,0,1,0,0,0,1,1,414.7
415,10,1,0,0,1,0,0,0,0,2,3,1,0,0,0,0,1,0,1,7,2,1,3,3,5,7,7,0,10,1,0,0,0,0,1,0,0,1,0,0,1,415.7
416,10,1,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,1,7,1,6,6,7,7,7,7,0,30,0,1,0,0,0,0,0,1,0,0,1,1,416.7
417,13,1,0,1,0,0,0,0,0,2,3,2,1,0,0,0,0,0,1,7,2,7,7,7,2,5,7,0,30,0,0,1,0,0,1,0,0,1,0,0,1,417.7
418,8,1,0,0,0,0,0,1,0,2,3,1,0,0,0,0,1,0,1,5,1,6,7,7,6,6,7,0,0,0,1,0,0,1,0,0,0,0,0,1,1,418.7
419,9,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,1,0,1,4,2,6,7,7,7,7,7,0,30,0,0,1,0,0,1,0,0,1,0,0,1,419.7
420,8,1,0,1,0,0,0,0,0,2,6,1,1,0,0,0,0,0,1,6,1,4,6,6,4,6,7,0,20,0,0,1,0,0,1,0,0,0,0,1,1,420.7
1,8,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,2,1,1,3,4,3,7,1,10,0,0,0,1,0,0,0,1,1,0,0,1,1.7
2,13,0,0,1,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,0,4,7,6,7,6,7,7,1,20,0,0,1,0,0,1,0,0,0,1,0,1,2.7
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,10,0,1,0,0,0,1,0,0,1,0,0,1,4.7
7,10,0,0,1,0,0,0,0,0,1,7,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,7,0,5,0,0,0,1,0,0,0,1,1,0,0,1,7.7
8,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,5,2,4,3,4,5,4,7,1,10,1,0,0,0,1,0,0,0,0,1,0,1,8.7
9,8,0,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,6,2,7,6,6,4,7,7,1,5,0,0,0,1,0,0,0,1,0,1,0,1,9.7
10,8,0,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,6,2,4,2,4,6,3,7,0,30,0,0,1,0,1,0,0,0,1,0,0,1,10.7
11,8,0,0,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,7,2,6,5,6,7,6,7,1,0,0,1,0,0,0,0,1,0,1,0,0,1,11.7
12,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,3,2,2,1,6,5,7,1,30,0,0,0,1,0,0,0,1,0,1,0,1,12.7
13,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,3,3,2,1,6,5,7,1,30,0,0,0,1,0,1,0,0,0,1,0,1,13.7
14,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,2,6,6,6,6,4,7,0,20,0,0,1,0,1,0,0,0,1,0,0,1,14.7
15,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,7,3,5,6,7,4,3,7,0,30,0,0,0,1,1,0,0,0,0,0,1,1,15.7
16,8,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,0,0,1,3,1,1,3,1,7,7,7,1,10,0,0,0,1,0,0,1,0,0,0,1,1,16.7
18,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,5,2,6,5,6,6,5,7,0,30,0,0,0,1,0,0,1,0,1,0,0,1,18.7
19,8,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,6,2,2,2,3,6,7,7,0,20,0,0,0,1,0,0,1,0,0,0,1,1,19.7
20,13,0,0,1,0,0,0,0,0,1,5,2,0,0,1,0,0,0,1,7,4,2,1,2,5,5,7,0,10,0,0,1,0,1,0,0,0,1,0,0,1,20.7
21,10,0,0,0,1,0,0,0,0,1,6,2,0,0,0,0,1,0,1,6,4,3,3,3,4,3,7,0,0,0,1,0,0,1,0,0,0,0,1,0,1,21.7
22,9,0,0,1,0,0,0,0,0,2,3,2,0,1,0,0,0,0,1,5,2,0,0,0,0,0,7,0,20,0,0,1,0,0,0,1,0,1,0,0,1,22.7
24,14,0,1,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,1,3,2,0,0,0,0,0,7,1,20,0,0,1,0,0,1,0,0,0,1,0,1,24.7
25,13,0,0,1,0,0,0,1,0,1,7,2,0,1,0,0,0,0,1,0,2,7,7,7,7,7,7,0,30,1,0,0,0,0,0,0,1,0,0,1,1,25.7
26,13,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,0,1,7,6,7,7,6,7,0,20,1,0,0,0,0,0,1,0,0,1,0,1,26.7
27,15,0,0,0,1,0,0,0,1,2,4,2,0,1,0,0,0,0,1,0,3,0,4,6,6,1,7,0,30,0,0,1,0,0,0,0,1,0,1,0,1,27.7
28,14,0,0,0,1,0,0,0,0,1,7,2,0,1,0,0,0,0,1,0,3,2,7,5,1,5,7,0,20,1,0,0,0,0,0,0,1,0,1,0,1,28.7
29,10,0,0,0,1,0,0,0,0,1,7,2,0,0,1,0,0,0,1,7,3,0,0,3,4,4,7,0,30,0,0,1,0,1,0,0,0,1,0,0,1,29.7
30,10,0,0,0,0,1,0,1,0,1,6,2,0,0,0,1,0,1,1,7,3,3,6,6,6,5,7,0,5,0,1,0,0,0,0,1,0,0,1,0,1,30.7
31,14,0,0,0,0,1,0,0,0,1,7,2,0,0,0,0,0,1,1,3,4,0,0,7,7,2,7,0,20,0,0,1,0,0,0,1,0,0,1,0,1,31.7
32,15,0,0,1,0,0,0,0,0,2,7,2,0,0,1,0,0,1,1,7,4,4,5,6,6,6,7,0,10,0,0,0,1,0,0,0,1,0,1,0,1,32.7
33,14,0,0,0,0,1,0,0,0,1,7,2,0,0,1,0,0,0,1,7,4,7,7,7,7,7,7,0,30,0,1,0,0,1,0,0,0,0,1,0,1,33.7
34,14,0,0,1,0,0,0,0,0,3,7,2,0,1,0,0,0,0,1,4,1,5,5,7,6,6,7,0,20,0,1,0,0,0,0,0,1,1,0,0,1,34.7
35,15,0,0,0,0,0,0,0,1,1,7,2,0,1,0,0,1,0,1,5,3,5,4,6,7,6,7,1,5,0,0,0,1,0,0,1,0,1,0,0,1,35.7
36,13,0,0,1,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,4,2,4,3,5,3,5,7,1,10,1,0,0,0,0,1,0,0,1,0,0,1,36.7
37,8,0,0,1,0,0,0,1,0,3,7,1,0,1,0,0,0,0,1,5,1,5,5,7,7,5,7,0,30,1,0,0,0,1,0,0,0,1,0,0,1,37.7
38,10,0,0,1,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,3,7,6,7,6,4,7,1,20,0,1,0,0,0,0,1,0,1,0,0,1,38.7
39,10,0,1,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,2,3,2,7,6,3,7,1,0,1,0,0,0,0,0,0,1,1,0,0,1,39.7
40,10,0,1,1,0,0,0,1,0,2,2,1,1,0,1,0,0,0,1,5,1,4,2,5,5,6,7,1,5,0,0,1,0,1,0,0,0,1,0,0,1,40.7
41,9,0,0,0,0,0,0,1,0,2,3,1,1,0,0,0,0,0,1,7,1,4,5,7,5,6,7,1,30,1,0,0,0,0,1,0,0,0,0,1,1,41.7
42,15,0,0,0,0,1,0,0,0,2,7,2,1,0,0,0,0,0,1,7,3,0,6,7,7,6,7,0,30,0,1,0,0,0,1,0,0,0,0,1,1,42.7
43,9,0,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,7,2,5,7,7,7,5,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,43.7
44,8,0,0,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,1,7,2,3,3,6,5,6,7,1,30,0,1,0,0,0,1,0,0,1,0,0,1,44.7
45,15,0,0,0,0,0,0,1,0,2,7,1,1,0,0,1,0,0,1,7,3,4,5,6,0,6,7,0,5,1,0,0,0,1,0,0,0,0,0,1,1,45.7
46,13,0,0,0,0,1,0,0,0,2,6,2,1,0,0,0,0,0,1,7,3,0,6,2,7,2,7,0,10,0,1,0,0,0,0,0,1,0,1,0,1,46.7
47,9,0,0,0,0,0,1,0,0,3,4,1,0,1,0,0,0,0,1,7,3,1,1,5,3,3,7,0,0,0,0,1,0,0,0,0,1,0,0,1,1,47.7
48,13,0,0,0,0,0,0,1,0,1,4,2,1,0,0,0,0,0,1,7,3,4,4,4,4,4,7,0,20,0,1,0,0,0,1,0,0,0,0,1,1,48.7
49,9,0,1,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,1,7,3,5,7,7,7,6,7,1,10,0,0,1,0,0,0,1,0,0,1,0,1,49.7
50,9,0,0,1,0,0,0,1,0,1,7,1,0,0,0,0,1,0,1,7,1,7,7,7,7,7,7,1,10,0,0,1,0,1,0,0,0,0,0,1,1,50.7
